datetime,amount,description,journal_entry_id
3/14/23 0:00,-9.99,,cb622d50-8cdf-4e8c-8b23-fbd298935864
5/15/23 0:00,-9.99,,47feceb7-a441-4736-8a30-5f48ccb54f4a
6/23/23 0:00,-9.99,,c5cca390-b702-4bea-b5c7-4cd55ac486a3
6/14/23 0:00,-9.99,Stipend,d5a0dd20-380e-4f60-8de1-9a3e5e8bccec
6/7/23 0:00,-10,,a32f2bb2-0501-4a9c-b7bf-02b9bd7f8077
6/26/23 0:00,-10,License Renewal,73eb65c1-500f-4119-8f34-baaf45fafea6
4/18/23 0:00,-10,QA Services,37cb190e-4cac-4fc5-a273-9a05de9a5e28
8/14/23 0:00,-10,Marketing Services,23287a70-802a-4900-b549-dead9e55bb8e
8/3/23 0:00,-10,Receivable Settlement,801baf8d-857b-40f2-ad22-4fcd198da7e7
9/13/23 0:00,-10,Merchant Service Fees,0383e8ac-06b4-4777-862e-18561e3c124b
9/6/23 0:00,-10,Pci compliance fee,35113377-371c-4484-be27-aedd8d4d5201
3/6/23 0:00,-10,Issue Triage,ae4e72eb-333a-4a69-a823-776bbe834a95
7/26/23 0:00,-10,Employer NI,6d489151-6aa1-4db2-86ff-0a13e164e216
2/26/23 0:00,-10,Project Alpha - Phase 1,ccdeb7c0-3d63-4df5-98ee-ca965b3c66f5
5/9/23 0:00,-10,,585c6783-8333-4da9-8d7b-59d2916b365a
5/24/23 0:00,-10,ar clearing,b723c3ec-5299-434c-8513-36888122e95d
7/2/23 0:00,-10,Implementation services,d3b6a1d9-4c97-4a67-bd33-23fa3632e8a6
8/22/23 0:00,-10,Pci Compliance Fee,0108112a-c1bb-4223-aae8-6e60ad9fe7e1
6/6/23 0:00,-10,Treasury Movement,368dede3-26a3-4113-b62c-c16e9e2ba3de
9/15/23 0:00,-10,sales proceeds,54546581-ec08-4bb0-b616-fe8b076a917c
5/12/23 0:00,-10,,5d7017a4-4290-4ffa-84e5-616190e637a9
3/24/23 0:00,-10,,7332439f-7922-4b4c-a0c1-89276896fc83
6/23/23 0:00,-10,Customer Prepayment,98de3b69-edf9-4c27-87b3-d86b2280f56c
2/24/24 0:00,-10.06,AP Clearing,ac55fa14-0dff-43d5-8e87-da3e7cef3229
11/22/22 0:00,-10.28,Project alpha - phase 1,0836be62-e762-4a54-97a5-b456fa6132e6
10/24/23 0:00,-10.34,Cloud hosting,26eaec7a-2b5b-4a06-aa87-b644ed2c9f80
4/19/23 0:00,-10.5,AP clearing,ad234416-31e0-49b1-a808-2565cc663b94
6/9/22 0:00,-10.55,,ac65d5e6-cf66-4995-9f3e-96956eeb2a08
12/17/22 0:00,-10.56,Endpoint Protection,8cf9f96c-3e6d-48fc-a0c0-da7bc65c916c
8/25/22 0:00,-10.56,PAYE,cf8cb917-0f97-460f-9363-f115da4be8ba
3/17/24 0:00,-10.74,Contractor Payment,837373fd-a7c3-401d-8343-bfb61d109551
5/18/23 0:00,-10.84,AP Clearing,38c6d654-3233-43b3-b7b7-88b17bd2b92b
9/10/23 0:00,-10.86,Federal tax payment,3b14ea71-3a0e-4294-ac11-f58761aeb83b
11/7/23 0:00,-10.88,Design Retainer,52c8f1ea-fb0c-43e3-bfc7-2b9450f17116
9/28/23 0:00,-10.88,UAT support,75641698-217f-40cd-8693-a589b7205709
9/27/23 0:00,-10.88,Office supplies,bed6da46-905f-4191-93b1-6d268f8c854e
11/13/23 0:00,-10.88,,2a476c61-55a4-4986-8ddb-04f8f171e269
10/3/23 0:00,-10.88,Authorization Fee,ab4099d2-4d0f-42d2-a5b6-e7396966f414
10/3/23 0:00,-10.88,Content Production,4b852d86-564b-40dd-87a5-544daed10235
9/22/23 0:00,-10.88,Stipend,eb6bb482-d558-46b7-92e3-917ee2e674c5
12/2/23 0:00,-10.88,Atm Fee,199877b7-836a-4933-98f1-d8cb5bba4f27
10/3/23 0:00,-10.88,support contract,6d98286a-7382-4c75-a0f5-1f5135f5c3d8
10/7/23 0:00,-10.88,License Renewal,4b609135-5f9d-427b-93a3-08523e0373c0
9/29/23 0:00,-10.88,Data Storage,3bbce4e7-397e-4f39-9f4a-4a912f5294cf
11/7/23 0:00,-10.88,Team Offsite,26dbac4b-9199-4ba5-8a26-2df6b7adfd24
11/10/23 0:00,-10.88,Pci Compliance Fee,e389c199-bddb-4073-b515-e64e8bfce00b
11/8/23 0:00,-10.88,,56970621-04ae-4418-88a6-fb0739ec5c90
9/23/23 0:00,-10.88,,11e0385e-d623-470d-9b1a-dc0c503b38e8
11/23/23 0:00,-10.88,Intercompany Transfer,6b012218-e8da-419f-a014-4b1a062ef618
9/23/23 0:00,-10.88,AP Clearing,7e7f19d3-8362-4c2c-9ce0-e4dd8b6dadfc
1/26/24 0:00,-10.88,Content Production,029f1869-c100-40b7-91dc-d88223336a73
1/20/24 0:00,-10.88,Security review,1b031218-9b02-4f0a-b145-83601d57478d
9/22/23 0:00,-10.88,Stipend,b1270fc3-5734-4e63-a885-fc0261761eda
1/6/24 0:00,-10.88,Merchant Service Fees,12a2b395-56a2-46dd-9e55-d9ea49cc8399
8/21/23 0:00,-10.88,Clearing Reclass,8b00116f-8327-4dec-91d8-7a5b01236446
3/7/23 0:00,-10.88,QA Services,0046ca30-1984-47c7-a58e-721a0cf43d3b
8/8/23 0:00,-10.88,MISCELLANEOUS EXPENSE,93d871ce-7bfd-4098-a32f-162bbeb9d555
8/2/23 0:00,-10.88,Employer NI,eae167d6-e925-4c96-a199-6c8a9e9b7d6a
3/6/23 0:00,-10.88,TRAINING AND ENABLEMENT,19ba1a9a-b003-497d-97bc-af924018e614
7/24/23 0:00,-10.88,,ab005407-349a-4dc8-8708-b21e52768e57
3/20/23 0:00,-10.88,Contractor Payment,84bb22d5-482f-4172-b03c-f545258af517
8/12/23 0:00,-10.88,AR Clearing,5b9efcdd-a38a-40f5-8800-7d20af159d60
8/9/23 0:00,-10.88,Equipment Purchase,d25a58c4-dff7-46c2-a8a4-d8921da8c0c3
3/2/23 0:00,-10.88,Pci Compliance Fee,af9ce989-257d-4144-ba1e-601b39363c2b
9/25/23 0:00,-10.88,Security Deposit,cc31677c-11c8-452c-a6dc-ff4720e3abe7
3/1/23 0:00,-10.88,Dispute Fee,8b80b874-8747-44d2-a7ba-d7207cad2b55
3/11/23 0:00,-10.88,Chargeback reversal,d628b399-84f5-4722-b312-09faf23e7280
3/25/23 0:00,-10.88,Gateway Fees,88d7161a-4182-49d5-addb-6e1cd65d0b22
3/20/23 0:00,-10.88,Training And Enablement,7c922eb5-0e5c-4f9d-ab16-b2a49d958cd7
8/14/23 0:00,-10.88,hardware accessories,83bee953-aa39-4dc8-92af-6cacb9fc3d98
2/26/24 0:00,-10.88,Project Deposit,4de51f6c-a59c-4256-9963-2cd5cfffe6f4
3/7/24 0:00,-10.88,Cash sweep,fddf6b08-2add-4e6b-bf69-5380edf78ff7
3/12/24 0:00,-10.88,Backup Storage,36bd121c-db88-42a5-b924-7731c4090cf4
10/19/23 0:00,-10.89,Printing And Postage,777ec53c-b9cc-4380-ad51-c58437aa7806
2/25/24 0:00,-10.92,dispute fee,264b7b95-af3c-433b-9bae-19ea46c190ea
7/13/23 0:00,-10.99,Software Subscription,25b17110-cb34-4132-8d0b-27422072bf21
2/27/23 0:00,-10.99,invoice settlement,dc2e8fbe-e75d-4186-afba-4ed777f07fa3
6/20/23 0:00,-10.99,Reserve Funding,3f241cc1-87f3-4f5a-88ff-3a0c22fffeae
6/13/23 0:00,-10.99,Clearing Reclass,3043d5c5-562a-4efd-bfc2-dac80f957842
8/18/23 0:00,-10.99,Receivable Settlement,e6bc8b03-9c58-458b-8690-7bcae4e9e01f
7/18/23 0:00,-10.99,,c528d947-b8c3-42ac-a10e-daf983ae8382
3/25/23 0:00,-10.99,Employer NI,bc7e9098-3520-4699-b391-94f9b23f5b65
9/12/23 0:00,-10.99,State withholding,54b35f17-c47d-48d8-8946-536d46af7af8
8/12/23 0:00,-10.99,consulting services,492a07b2-b4a8-4e0d-9427-060040cb848b
4/12/23 0:00,-10.99,Dev Tools,3a47dbb6-0975-4cfb-8314-1d3dbc09b7ff
5/26/23 0:00,-11.15,Reserve Funding,8cc1afaa-69ba-4370-b047-4ae76198ad0e
6/15/23 0:00,-11.27,Cash sweep,b5abd6f6-68a9-440c-8644-92835da1f2e8
12/14/23 0:00,-11.48,Customer Prepayment,086a00d6-6a06-49f8-8668-012550b7970d
10/25/22 0:00,-11.5,Card Processing Fees,c62d9bce-24c7-41a5-a93e-8078dc2f7c2c
3/19/23 0:00,-11.75,,e211c5e7-9fce-485a-80f2-35722f83c34e
4/2/23 0:00,-11.76,invoice settlement,bddeb0f0-8714-47e1-88f9-4df558b527c7
11/21/22 0:00,-11.76,Card Processing Fees,b5e1cc1a-999a-42ec-ad0b-b4cedc908dcc
7/20/22 0:00,-11.76,Software Subscription,ac9e9bb5-1da4-4be7-b67e-f67e4f385f1d
7/19/23 0:00,-11.89,AP Clearing,405909fc-9f19-45b4-b03a-8e443db647f4
9/12/22 0:00,-11.91,Professional Fees,046c0b7a-670d-4af2-a477-cd68f85122fa
1/18/24 0:00,-11.99,Content production,a7346f7c-c578-4cac-a4c2-d97c59dbaf27
2/18/24 0:00,-11.99,Consulting services,32e567e0-c9be-4b6c-95bf-c96dff62e031
3/18/24 0:00,-11.99,Security Deposit,b84823c2-cf73-49e3-8d4d-f3a65c135fce
6/3/22 0:00,-12,federal tax payment,ad18f113-e086-46fa-8a39-ccc5a9b3232a
6/24/23 0:00,-12,Maintenance,62c0a81f-5462-4290-9838-c3c3841be210
8/14/22 0:00,-12.33,Chargeback reversal,32dd586f-779a-499c-8530-d75455669c87
10/13/22 0:00,-12.36,federal tax payment,fc0b3598-4e7e-4d7b-97f0-5735bc3f126b
2/22/23 0:00,-12.57,Retainer,bd757583-8b5f-459c-a4bc-ecab9baff2af
5/7/23 0:00,-12.6,PAYE,b1f673cf-3c9d-4312-8911-97895bc0bdc8
3/3/24 0:00,-12.6,Miscellaneous expense,c653573e-7cad-428c-9e0c-faae369202df
10/19/22 0:00,-12.74,Payroll Funding,95cd5a08-8120-40e6-a65d-4b1c8c0cbf4a
10/20/23 0:00,-12.83,Petty cash top-up,2a3473dd-21c1-4d98-9821-45c2698d057f
11/10/23 0:00,-12.85,Clearing reclass,77da2f16-8c48-4e51-a765-b21573787809
10/13/22 0:00,-12.95,VAT Remittance,d456f25e-1c86-4e0d-8d14-f805d60f1e96
11/13/23 0:00,-12.95,Hardware Accessories,476fbcd4-6566-4b24-be44-b5d7a0c13ac2
9/26/22 0:00,-12.96,,347650e1-95a2-4f1e-91ed-6baf3c68fad8
6/5/22 0:00,-12.96,,f4a39699-31c5-455b-bc24-22ae746d1eb6
2/20/24 0:00,-13,Intercompany Transfer,9edd7b57-c8d4-4a0b-a1b5-e64e683c48d0
11/17/23 0:00,-13.05,Backup Storage,e0212915-acbc-4879-b277-107ebbea35ef
12/21/23 0:00,-13.05,Travel Advance,9f3a08ee-fa5b-4eec-b95e-012b9f51622b
10/17/23 0:00,-13.05,Contractor Payment,d9d9e375-9109-416e-bb76-19e3ce02b764
9/17/23 0:00,-13.05,ISSUE TRIAGE,911fd058-9a59-4fa0-a553-b8c57195a4c5
1/16/24 0:00,-13.05,fee reversal,744716ce-539c-46e7-84c6-4dede46278dd
7/17/23 0:00,-13.05,consulting services,4aecb251-557b-40d4-82e8-87214ccbd282
3/16/23 0:00,-13.05,pci compliance fee,7a73bcc3-519a-432b-b63a-2d83342fe8f6
4/17/23 0:00,-13.05,Project Deposit,e290fc8b-09d0-460a-a8af-ecda33b05284
3/17/24 0:00,-13.05,Change management,60adcef3-0e02-4c25-a14d-897b33b9383f
8/27/22 0:00,-13.1,Implementation Services,02de20b3-36b5-41db-9c83-879932dbaf7b
9/26/23 0:00,-13.4,Hardware Accessories,26f7d4c9-a008-4708-9367-564d17ef44e7
6/10/22 0:00,-13.55,Advance Billing,eda35973-fd53-42f6-8fc2-665fde2b8deb
11/17/22 0:00,-13.55,Project Alpha - Phase 1,c3b97937-dd08-49a6-9b51-3be84f052390
7/17/22 0:00,-13.55,Advance Billing,6ec6c442-4e39-43dc-9951-8a764cefe40c
11/20/22 0:00,-13.56,Data Storage,09a61ce2-b200-4d42-a984-0c66be1a79b4
9/16/22 0:00,-13.61,Professional Fees,7c73c123-b534-467b-a4ea-f7e5350f0872
5/30/23 0:00,-13.69,Federal Tax Payment,8544b3a4-66e8-4b41-a2fd-08442195bac4
3/14/24 0:00,-13.72,Operating Transfer,7f379b62-3a35-4e41-8151-0eb6425514f5
8/7/22 0:00,-13.73,License Renewal,0e40382c-05c7-4e35-965e-ea3ea51308f1
1/27/24 0:00,-13.75,,15fd9c0f-116b-4314-afe3-99fa59a2d46d
1/29/24 0:00,-13.78,Merchant Service Fees,5b82b4a0-39d5-48f0-b0a7-3758431417e5
1/18/24 0:00,-13.78,Team offsite,82af6172-8040-4a34-b72d-7e331546b882
1/22/24 0:00,-13.78,Authorization Fee,05e5a247-d2ce-40f5-a850-ff02f075c44d
10/23/23 0:00,-13.78,Merchant service fees,b05b4ee6-1648-4372-a491-a9736ccbe7f7
2/5/24 0:00,-13.78,Gateway fees,d93aef9e-595f-4632-84e3-838ab3e726e4
2/6/24 0:00,-13.78,Contractor Payment,4f7690dc-63bb-46ff-a32c-a9a0924e91db
2/7/24 0:00,-13.78,Batch Payout,fca55d83-1e39-4f72-a80d-d56ad7aea2bc
3/6/24 0:00,-13.78,Miscellaneous Expense,9a9c6625-8fa1-4d11-8db4-db87b983be98
5/9/23 0:00,-13.8,Travel Advance,89b98da3-41b1-4dbd-941e-f7570ea384a5
3/24/24 0:00,-13.8,ATM FEE,40c6bb01-1792-44d6-9bec-ff59f9e06c65
8/14/22 0:00,-13.93,Intercompany Transfer,72d58d89-cc2e-4537-9497-2e1dbfe89f99
9/19/22 0:00,-14.1,Card processing fees,cacf1021-3fa8-49f4-b6ec-5f7943c877f6
12/12/23 0:00,-14.14,Employer NI,c6e0d4b8-7f8b-4817-8bc4-1e5267cea82d
10/12/23 0:00,-14.14,,cde5fff0-3c9a-4055-a1b8-a7b764517851
11/13/23 0:00,-14.14,Miscellaneous Expense,bda75608-ace3-4e64-a409-a7295f150293
1/12/24 0:00,-14.14,Authorization Fee,f720afa5-ddb7-432d-8d76-ae9b71b959d1
5/12/23 0:00,-14.14,Onboarding Services,2058d59d-d4a9-48a1-a645-afa2ce896cc5
6/12/23 0:00,-14.14,Employer NI,01713fbb-aa0f-45bc-b10b-5895329dedb0
4/12/23 0:00,-14.14,Implementation Services,adbd8914-e3ac-4f43-ae1a-296b71595883
2/12/24 0:00,-14.14,marketing services,964d6f78-1b9d-4d59-ba2b-236a7a191a7b
3/12/24 0:00,-14.14,Loan Proceeds,d99dae7d-2077-483e-ab44-3c90979da430
6/15/22 0:00,-14.15,Petty cash top-up,82097dcc-576b-4514-9bfa-cf9cc43ada8c
12/12/22 0:00,-14.15,Authorization fee,78be24de-357c-45ee-9d33-de4c5c6c5d20
7/21/22 0:00,-14.16,project beta - onboarding,6186da33-8e1e-4c32-85c0-b4bd0ce479d7
9/14/22 0:00,-14.16,Petty cash top-up,c0f2469a-2cf3-458d-8051-afb91158e52a
8/8/22 0:00,-14.16,Backup Storage,27cd5e9d-e7cf-4a8e-984e-e153f41268aa
11/16/22 0:00,-14.16,Petty Cash Top-up,425a8179-b276-4393-89b4-3daf125f4a7d
9/7/22 0:00,-14.16,,befea8ec-e0e3-4ddd-839d-c5270b00d8a3
8/26/22 0:00,-14.16,Miscellaneous Expense,b549c9e2-f43b-47b5-aa7d-bf387d90e25c
8/1/22 0:00,-14.17,Federal Tax Payment,ec8c779a-79ac-4b31-ae17-bce85ac1a742
6/8/23 0:00,-14.25,Sales Tax Payable,a694feca-ef31-4c2c-ac47-47ff0ca7619d
6/21/23 0:00,-14.25,License renewal,78ddf0fd-90dd-4781-900a-a28994dec8f5
11/3/23 0:00,-14.27,Milestone Payment,6f7f9841-6ac5-4e80-aa71-ff77002d475d
4/16/23 0:00,-14.28,Hardware accessories,4a445fb8-4ea3-40fb-9fa7-d79cf8e44376
12/17/23 0:00,-14.38,Gateway fees,c6e869f9-ce69-4f1d-9522-069d6b03f459
10/7/23 0:00,-14.38,,14baff09-8712-4122-bfab-85028d711dac
11/17/23 0:00,-14.38,Petty Cash Top-up,cb615a5d-8531-47cd-ac82-11e2799e3a30
12/7/23 0:00,-14.38,PAYE,693a18f9-9674-422b-a21a-45390d5b4e0d
10/17/23 0:00,-14.38,Support Contract,b49c5297-b03a-4786-b09e-bc04490085ed
11/7/23 0:00,-14.38,Hardware accessories,f9a4b1ef-7fa4-4ec3-897a-95eb51bebd65
9/16/23 0:00,-14.38,Dispute Fee,0b6ca7cb-b634-46ec-b2d7-320cdefc8454
5/16/23 0:00,-14.38,Intercompany Transfer,58046781-e6bd-4e85-a71d-48e40f177e47
2/16/23 0:00,-14.38,OFFICE SUPPLIES,e7878a9c-b767-4094-a22d-f1749c3f0f04
4/16/23 0:00,-14.38,Travel advance,075009c2-73bc-40de-9253-4950a06b8fb3
6/16/23 0:00,-14.38,Loan Proceeds,660070f5-95a7-4726-99c6-1db769089a2f
8/16/23 0:00,-14.38,vendor discount,3be2fca2-f789-4605-81fb-53b4c71f89b7
3/16/23 0:00,-14.38,merchant service fees,3210a515-b7e7-44bd-a100-4776796d4f6c
1/16/23 0:00,-14.38,PAYE,88a87ec5-9b8c-4c47-b8e9-37ba2cceeb67
1/16/24 0:00,-14.38,Gateway Fees,f0ec30fa-b275-4933-9877-50031c38cc40
7/16/23 0:00,-14.38,Implementation services,81d30447-4b16-4ee7-9a86-55745f42340b
3/18/23 0:00,-14.38,AP Clearing,d05de712-8251-42a6-b7f0-257ccf643a25
1/6/24 0:00,-14.38,Clearing reclass,eeb5207b-1516-41ae-bb2f-fa999d4f8ea4
8/7/23 0:00,-14.38,PAYE,1450c90a-ed95-44b8-ab94-3c405bec16c6
4/7/23 0:00,-14.38,Merchant Service Fees,e3eeac71-46b5-42c5-b4f3-ecf496912dd2
6/7/23 0:00,-14.38,Implementation Services,26eba58b-95c0-4c2d-a80e-1ff449351e4d
9/7/23 0:00,-14.38,Incident response retainer,687a9ddf-b6dd-4275-b549-58a769a54e8c
3/7/23 0:00,-14.38,Travel Advance,9649416f-7036-4f50-ba77-fb05d2b5159c
7/8/23 0:00,-14.38,Retainer,9ad4500b-2a1e-47dc-91e7-71dad8f56a13
5/6/23 0:00,-14.38,,36bbd5cf-ca67-4ec9-ac38-72e0119e1dac
2/2/24 0:00,-14.38,,53bab819-a1a7-48a3-8322-aa51b363cce1
2/6/24 0:00,-14.38,Authorization Fee,a09c493c-5483-4382-b400-78eeaee61e08
2/17/24 0:00,-14.38,Pci Compliance Fee,f89b6006-f006-4cd8-8026-61c15fea6888
3/7/24 0:00,-14.38,treasury movement,334b6012-0f91-4937-8648-d3aa0bcc6da9
3/17/24 0:00,-14.38,Petty Cash Top-up,2c24566a-da3b-4bf3-993b-488d8bdd94e3
3/26/23 0:00,-14.5,Training and enablement,af52caf3-4751-4443-8cef-9dd8c03ea066
2/26/24 0:00,-14.64,Payroll taxes,24daa71f-f443-472f-b9ab-b645607b582f
2/26/24 0:00,-14.64,MARKETING SERVICES,414840cc-e49b-4aec-afbb-d252898f6feb
3/4/24 0:00,-14.64,Software Subscription,5ea254d6-c7e0-4ee9-a9f1-d726cacdb466
3/17/24 0:00,-14.67,refund,92bdc37c-345f-481e-a33a-1cd87cc52fe9
10/7/22 0:00,-14.72,Stipend,9f44af20-946a-45c0-b17c-d1954cd1d5f1
8/16/22 0:00,-14.76,State withholding,e2eabc3c-5994-45c7-8660-03eee94ad66b
8/9/22 0:00,-14.76,Merchant Service Fees,32dd8dc1-eaef-4be7-b1b6-2c5984f07f2b
8/2/22 0:00,-14.76,team offsite,4c424b9e-c029-4699-bf8a-73dd24d5f9cf
10/10/22 0:00,-14.76,Hosting Fees,c5db24b8-68e2-4568-9c31-f2bc309b6393
6/17/22 0:00,-14.99,Team Offsite,01e91beb-ce4f-45e7-9cbb-70c0965c48ab
8/1/23 0:00,-15,QA services,be775d25-9e34-41fd-b1d0-1ed5847c4189
12/7/23 0:00,-15,paye,e5b850bd-7680-4620-9e97-42fa6feecdf8
1/3/24 0:00,-15,Miscellaneous Expense,a5edadc1-24e5-481c-943d-649ad212e1e1
12/26/23 0:00,-15,Miscellaneous Expense,07d7107f-7a3d-434e-93ab-0ed2de53acb1
11/1/23 0:00,-15,Printing And Postage,fc7a0608-46a0-42f6-a8ff-70287d000b70
10/13/23 0:00,-15,Software Subscription,4e8e81e7-4dcc-4e7a-9867-ea761826131e
10/23/23 0:00,-15,Equipment Purchase,5eb7fdf2-37c8-4da6-a550-ab0d7b440fe0
10/25/23 0:00,-15,Chargeback Reversal,797b120c-88f6-4d9a-8fc2-fb67a0c327b1
11/19/23 0:00,-15,,ce2f893b-6f7d-4206-b201-78c9eeac6750
12/13/23 0:00,-15,AP clearing,1c28ac17-6694-4546-879e-bc7a6c98f7d9
11/27/23 0:00,-15,reimbursement,ce0d0adf-aac3-45c0-a6b8-77915e088e27
10/19/23 0:00,-15,VAT Remittance,0183b212-d0d5-4ee2-8056-0af02afce19a
10/5/23 0:00,-15,,6ce54c51-f38b-4a00-9352-1054a7ab9972
11/8/23 0:00,-15,Issue Triage,d167ba13-b061-4308-8d1b-fdb93fdda432
11/3/23 0:00,-15,Dispute Fee,fb4a2472-76e2-4adb-a538-babb53bc42df
12/29/23 0:00,-15,team offsite,99286822-8107-4c4c-b705-ec448c570698
10/11/23 0:00,-15,Authorization Fee,26bb6734-936a-4762-abc1-e6b28177974b
2/1/24 0:00,-15,Customer prepayment,461083db-8e59-4e5d-8638-e89c927f712c
2/22/24 0:00,-15,Advance Billing,dc58dd5b-8c28-4b8c-86e6-e0ad1d2e9077
3/3/24 0:00,-15,milestone payment,a535a761-3ecb-46b2-a722-aa034c9c0fd4
3/18/24 0:00,-15,Payroll Funding,06d817cb-9c64-4860-8bfe-f6c0d7b3e9b2
10/28/22 0:00,-15.08,Travel Advance,a93291ed-5347-487c-a8b4-27820f770e4a
9/27/22 0:00,-15.13,Authorization Fee,5739ddf2-1452-49ff-8631-1de5d6de33e7
2/17/24 0:00,-15.22,Payroll funding,7d1e092b-e303-4edf-aff8-3b0d14b3e58e
11/1/22 0:00,-15.23,Professional fees,25c56cc1-fa69-4d24-816b-b5419943a5e7
7/11/23 0:00,-15.23,,585ce209-24e6-40df-83c2-9cbfe31da827
7/18/23 0:00,-15.23,Equipment purchase,48ba3b45-43e6-49a3-b39a-29ff10de8dc1
6/17/22 0:00,-15.36,AP Clearing,fe4b4b5a-5034-4d96-92a7-afa2b8c91741
12/12/22 0:00,-15.36,Authorization Fee,72336d7b-afd6-4daa-903a-a885f8da1570
9/7/22 0:00,-15.36,Petty Cash Top-up,edb6d278-d2e7-446b-8f56-f408d664e1a0
7/29/22 0:00,-15.36,Employer NI,5e2807a6-af44-4f5c-9bcf-b2b30cdb5227
12/9/23 0:00,-15.45,STIPEND,9b5204ea-417a-47e9-b5bf-16f3ff0528ca
4/21/23 0:00,-15.46,,61a679e0-7af6-4f79-a3ef-3c9cb8396698
12/9/23 0:00,-15.48,Chargeback reversal,8cc15be4-eeb6-4275-80ba-604444d44512
1/24/24 0:00,-15.48,Operating transfer,1a26517e-0edf-4d10-8af2-da12d91495ba
2/4/24 0:00,-15.48,Incident response retainer,e5cb5661-3fc7-4730-a5ae-4e647528c989
10/24/23 0:00,-15.79,reimbursement,59c19d71-d734-491b-9b2f-cee4fcd9cc33
4/13/23 0:00,-15.79,customer payment,ec0e974d-2056-4d6b-ac51-32c724cbf001
9/8/22 0:00,-15.89,Withholding Remittance,a8eca65d-496a-4186-a276-08864257319a
9/23/22 0:00,-15.95,Backup Storage,26cadfeb-ffed-47a8-b8d5-9f39ea03786d
9/25/22 0:00,-15.96,Intercompany Transfer,e9d3ba31-66d9-41c0-bf51-94d1d098cc2a
8/27/22 0:00,-15.99,SECURITY DEPOSIT,8f40dfb6-8fe2-4a75-bfe9-b11032c1315f
8/27/22 0:00,-15.99,Employer NI,da997225-6de0-484c-b7d8-7b82b3eb8d51
6/15/22 0:00,-16,Team Offsite,4d3c382c-4d60-46aa-8fca-f2dc21549888
3/5/24 0:00,-16.15,License Renewal,019e1974-0c60-451a-9c04-c70c519fe82a
3/18/23 0:00,-16.31,QA Services,a8c9ae1d-23ad-4657-8d58-2306388618eb
3/14/23 0:00,-16.31,Stipend,28660e91-e554-4a02-ba10-80e3a467b984
3/27/23 0:00,-16.31,Out-of-network Fee,99bfcc3b-beff-4677-8c57-5700d2108064
1/4/24 0:00,-16.32,Dispute Fee,42334e96-964d-432e-bb05-986c10112064
12/5/23 0:00,-16.32,Change Management,91954993-bc90-46fe-aac3-65fc6434b466
8/4/23 0:00,-16.32,Hosting fees,06170cba-1e91-4954-9d7a-06dd5cab8be4
7/18/23 0:00,-16.32,gateway fees,377e7988-03ed-4b12-b34e-e7c11217d415
3/4/23 0:00,-16.32,Payroll funding,ce54c18f-7eb7-41f7-97cf-26b0be81f087
9/6/23 0:00,-16.32,Stipend,867bfa3d-fbab-40b7-a55d-5a5233fbff21
2/6/24 0:00,-16.32,Project beta - onboarding,a657de5f-ee0e-49ea-9260-07f177315cee
3/5/24 0:00,-16.32,Contractor Payment,d4cdc53d-99e9-4899-9f7c-0b1c341aa128
6/12/22 0:00,-16.51,pci compliance fee,ec7fb7fa-a8b3-4589-b582-4891fe806ef2
6/7/22 0:00,-16.56,Cash Sweep,a33aa1bd-60e9-413e-a7ff-94e3c055c367
7/27/22 0:00,-16.6,Advance Billing,4f878c0e-6a0c-42b0-8c21-62a3a340727f
4/21/23 0:00,-16.65,Hardware Accessories,bcf07f8a-cd04-4cb1-a44f-33d44f021336
2/19/23 0:00,-16.67,,61d198ae-4312-4872-b1b2-81809f6ff718
5/24/23 0:00,-16.79,Reserve funding,db472b92-9589-4dd2-82c6-63320120aebe
2/27/24 0:00,-16.85,SALES TAX PAYABLE,5bf0af3f-c0fc-4cb4-a47f-511b4f0c3c4d
2/19/23 0:00,-16.86,clearing reclass,5aef2d32-6b9d-4aaf-89f7-42c59f2910de
11/13/23 0:00,-16.87,Team Offsite,a6183fcc-4628-456a-89da-b89f3ac21045
4/6/23 0:00,-16.88,Payroll funding,6c0c6db5-85c3-47f4-bf3d-3197d66b0cbb
8/9/23 0:00,-16.88,withholding remittance,b4a50f0c-32ef-4957-bcc1-873dea9680ac
1/3/24 0:00,-17,Project Deposit,961dfcd4-6a91-4b29-ae9c-3a717a416ee6
6/21/23 0:00,-17,CASH SWEEP,2c480bd0-703c-459f-87dd-00f4e4e9277a
9/13/23 0:00,-17,Cloud Hosting,01ac4c33-76c8-4099-b984-491160852efa
7/19/23 0:00,-17,Loan Proceeds,ab699d0c-b66a-442c-a457-0579762ef557
10/11/23 0:00,-17,Authorization Fee,dd40ff39-77fe-4958-b4f7-97495069d91c
12/6/23 0:00,-17,,57caf301-a5e0-4716-892c-7ea092ab6de9
11/8/23 0:00,-17,Payroll Funding,6015fd4e-fa03-4d18-b26f-0ce1193de9f4
8/16/23 0:00,-17,estimated taxes,e827ed78-a08c-489d-9d59-9f8facc4805d
3/7/23 0:00,-17,Payroll funding,89759c67-8315-4cfd-8282-6d378413cc1b
4/4/23 0:00,-17,Authorization fee,2c2f3c34-464b-464b-8fb5-52ae841449f5
5/2/23 0:00,-17,intercompany transfer,2ff19d04-459f-4c77-9dcf-37496c60134b
1/31/24 0:00,-17,Office Supplies,9ecaa22c-d3bf-48a5-9251-041f6de27958
2/28/24 0:00,-17,UAT Support,0cd9ee55-15d6-4afd-9625-19c20a5cd24d
